Radius,Resolution,Gitter,Distance 1,Distance 2,Highest Vote,Layer 1 mean,Layer 2 mean,Layer 3 mean,Layer 4 mean,Layer 5 mean,Layer 6 mean,Layer 7 mean,Layer 8 mean,Layer 9 mean,Layer 10 mean,Layer 11 mean,Layer 12 mean,Layer 13 mean,Layer 14 mean,Layer 15 mean,Layer 16 mean,Layer 17 mean,Layer 18 mean,Layer 19 mean,Layer 20 mean,Confidence
0.05,0.003,0.01,0.002580201,0.052116216,6,3,2.25,1.729166667,1.5125,1.366666667,1.232142857,1.151785714,1.114583333,1.075,1.031818182,0.990530303,0.955128205,0.923076923,0.891666667,0.863541667,0.851102941,0.83251634,0.813596491,0.794736842,0.78452381,0.19891206
0.05,0.005,0.01,0.014142136,0.057174684,8,2.75,2.5,2.104166667,1.75,1.7,1.613095238,1.508928571,1.427083333,1.375,1.325,1.299242424,1.237179487,1.251373626,1.238095238,1.236458333,1.277573529,1.319444444,1.353070175,1.347368421,1.325,0.205454406
0.1,0.001,0.01,0.002209709,0.001453444,8,4,3.375,3.354166667,3.2875,2.991666667,2.702380952,2.450892857,2.222222222,2.005555556,1.836363636,1.700757576,1.564102564,1.460164835,1.366666667,1.283333333,1.206801471,1.135620915,1.076754386,1.028289474,0.977380952,0.163179984
0.1,0.003,0.01,0.001414214,0.003872623,24,16.375,12.95833333,10.02083333,7.9625,6.641666667,5.68452381,4.950892857,4.40625,3.983333333,3.597727273,3.310606061,3.056089744,2.840659341,2.658333333,2.488541667,2.347426471,2.20996732,2.095760234,1.992105263,1.901785714,0.19126198
0.1,0.005,0.01,0.0025,0.004557364,31,20.875,15.29166667,11.35416667,9.075,7.491666667,6.375,5.580357143,4.930555556,4.441666667,4.038636364,3.708333333,3.434294872,3.199175824,2.988095238,2.807291667,2.654411765,2.513888889,2.399853801,2.285526316,2.199404762,0.208551987
0.15,0.001,0.01,0.006038636,0.053498045,4,0.375,0.5,0.520833333,0.375,0.4,0.363095238,0.357142857,0.347222222,0.344444444,0.336363636,0.316287879,0.293269231,0.284340659,0.267857143,0.263541667,0.256433824,0.248366013,0.246345029,0.238815789,0.235119048,0.378448207
0.15,0.003,0.01,0.008100698,0.052589345,9,3.25,3.25,2.6875,2.275,2.025,1.845238095,1.714285714,1.590277778,1.483333333,1.440909091,1.386363636,1.344551282,1.324175824,1.29047619,1.289583333,1.28125,1.263888889,1.240497076,1.234868421,1.21547619,0.207217263
0.15,0.005,0.01,0.014000211,0.055278545,11,6.25,4.875,3.8125,3.35,2.991666667,2.726190476,2.571428571,2.427083333,2.261111111,2.186363636,2.09280303,2.011217949,2.004120879,2.044047619,2.027083333,2.019301471,1.998366013,1.997807018,1.984210526,1.955952381,0.170314878
0.05,0.001,0.01,0.005089131,0.050987493,4,1.25,1,0.770833333,0.775,0.675,0.595238095,0.558035714,0.506944444,0.527777778,0.522727273,0.511363636,0.511217949,0.490384615,0.470238095,0.453125,0.433823529,0.420751634,0.408625731,0.396052632,0.386309524,0.255371598
0.05,0.003,0.01,0.006004114,0.054616427,7,3.125,2.041666667,1.854166667,1.55,1.391666667,1.291666667,1.200892857,1.145833333,1.088888889,1.036363636,1.003787879,0.963141026,0.927197802,0.917857143,0.89375,0.863051471,0.843954248,0.830409357,0.820394737,0.810119048,0.221520333
0.05,0.005,0.01,0.017613915,0.050890115,8,2.625,2.125,1.916666667,1.7875,1.675,1.571428571,1.508928571,1.399305556,1.383333333,1.320454545,1.3125,1.283653846,1.307692308,1.345238095,1.339583333,1.358455882,1.361111111,1.346491228,1.306578947,1.276785714,0.207518888
0.1,0.001,0.01,0.000753394,0.000928112,7,4.25,3.791666667,3.625,3.5,3.183333333,2.875,2.517857143,2.28125,2.05,1.870454545,1.727272727,1.596153846,1.486263736,1.376190476,1.29375,1.224264706,1.155228758,1.087719298,1.038157895,0.989285714,0.140227593
0.1,0.003,0.01,0.002692582,0.003866827,26,18.375,13.375,10.04166667,8.075,6.616666667,5.696428571,4.964285714,4.399305556,3.95,3.575,3.297348485,3.043269231,2.820054945,2.64047619,2.469791667,2.328125,2.205065359,2.092105263,1.9875,1.892857143,0.200238829
0.1,0.005,0.01,0.007071068,0.00638353,29,19.5,15.125,11.3125,9.0375,7.433333333,6.369047619,5.558035714,4.934027778,4.447222222,4.040909091,3.706439394,3.416666667,3.184065934,2.980952381,2.803125,2.638786765,2.507352941,2.385964912,2.292763158,2.19702381,0.200178481
